age,gender,race,importance_same_religion,field,reading,gaming,dining,music,movies,tv,clubbing,hiking,exercise,sports,tvsports,reading_normalized,gaming_normalized,dining_normalized,music_normalized,movies_normalized,tv_normalized,clubbing_normalized,hiking_normalized,exercise_normalized,sports_normalized,importance_same_religion_normalized,age-range,FoodChoice,Smoking,Drinking,locations
24.0,male,asian/pacific islander/asian-american,4.0,physics,9.0,4.0,8.0,9.0,7.0,2.0,6.0,8.0,2.0,3.0,1.0,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,"(21, 25)",Non-Vegetarian,Yes,Yes,Highland Park
24.0,male,asian/pacific islander/asian-american,4.0,physics,9.0,4.0,8.0,9.0,7.0,2.0,6.0,8.0,2.0,3.0,1.0,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,"(21, 25)",Vegetarian,Sometimes,Occasionally,Sherwood Estates
24.0,male,asian/pacific islander/asian-american,4.0,physics,9.0,4.0,8.0,9.0,7.0,2.0,6.0,8.0,2.0,3.0,1.0,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,"(21, 25)",Non-Vegetarian,Sometimes,Occasionally,Grand Trunk Annex
24.0,male,asian/pacific islander/asian-american,4.0,physics,9.0,4.0,8.0,9.0,7.0,2.0,6.0,8.0,2.0,3.0,1.0,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,"(21, 25)",Non-Vegetarian,Yes,No,Belvedere
24.0,male,asian/pacific islander/asian-american,4.0,physics,9.0,4.0,8.0,9.0,7.0,2.0,6.0,8.0,2.0,3.0,1.0,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,"(21, 25)",Non-Vegetarian,No,Yes,CPR Annex
24.0,male,asian/pacific islander/asian-american,4.0,physics,9.0,4.0,8.0,9.0,7.0,2.0,6.0,8.0,2.0,3.0,1.0,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,"(21, 25)",Non-Vegetarian,No,Yes,Highland Park
24.0,male,asian/pacific islander/asian-american,4.0,physics,9.0,4.0,8.0,9.0,7.0,2.0,6.0,8.0,2.0,3.0,1.0,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,"(21, 25)",Non-Vegetarian,Yes,Yes,Sherwood Estates
28.0,male,european/caucasian-american,1.0,biomedicine,8.0,3.0,7.0,6.0,5.0,5.0,3.0,5.0,7.0,8.0,5.0,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,"(26, 30)",Non-Vegetarian,Sometimes,Occasionally,City View
28.0,male,european/caucasian-american,1.0,biomedicine,8.0,3.0,7.0,6.0,5.0,5.0,3.0,5.0,7.0,8.0,5.0,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,"(26, 30)",Vegetarian,Sometimes,Yes,Belvedere
28.0,male,european/caucasian-american,1.0,biomedicine,8.0,3.0,7.0,6.0,5.0,5.0,3.0,5.0,7.0,8.0,5.0,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,"(26, 30)",Vegetarian,Yes,Occasionally,CPR Annex
28.0,male,european/caucasian-american,1.0,biomedicine,8.0,3.0,7.0,6.0,5.0,5.0,3.0,5.0,7.0,8.0,5.0,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,"(26, 30)",Vegetarian,No,Occasionally,Arcola Sub
28.0,male,european/caucasian-american,1.0,biomedicine,8.0,3.0,7.0,6.0,5.0,5.0,3.0,5.0,7.0,8.0,5.0,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,"(26, 30)",Non-Vegetarian,No,Yes,City View
28.0,male,european/caucasian-american,1.0,biomedicine,8.0,3.0,7.0,6.0,5.0,5.0,3.0,5.0,7.0,8.0,5.0,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,"(26, 30)",Vegetarian,No,No,Grand Trunk Annex
28.0,male,european/caucasian-american,1.0,biomedicine,8.0,3.0,7.0,6.0,5.0,5.0,3.0,5.0,7.0,8.0,5.0,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,"(26, 30)",Non-Vegetarian,Sometimes,No,Regent Park
28.0,male,european/caucasian-american,1.0,biomedicine,8.0,3.0,7.0,6.0,5.0,5.0,3.0,5.0,7.0,8.0,5.0,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,"(26, 30)",Vegetarian,No,No,Sherwood Estates
28.0,male,european/caucasian-american,1.0,biomedicine,8.0,3.0,7.0,6.0,5.0,5.0,3.0,5.0,7.0,8.0,5.0,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,"(26, 30)",Vegetarian,Sometimes,Occasionally,Riverside
28.0,male,european/caucasian-american,1.0,biomedicine,8.0,3.0,7.0,6.0,5.0,5.0,3.0,5.0,7.0,8.0,5.0,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,"(26, 30)",Vegetarian,Yes,Yes,Garden Ridge
28.0,male,european/caucasian-american,1.0,biomedicine,8.0,3.0,7.0,6.0,5.0,5.0,3.0,5.0,7.0,8.0,5.0,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,"(26, 30)",Vegetarian,No,Yes,Sherwood Estates
28.0,male,european/caucasian-american,1.0,biomedicine,8.0,3.0,7.0,6.0,5.0,5.0,3.0,5.0,7.0,8.0,5.0,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,"(26, 30)",Non-Vegetarian,No,Yes,Regent Park
28.0,male,european/caucasian-american,1.0,biomedicine,8.0,3.0,7.0,6.0,5.0,5.0,3.0,5.0,7.0,8.0,5.0,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,"(26, 30)",Vegetarian,Sometimes,Yes,Westhill
28.0,male,european/caucasian-american,1.0,biomedicine,8.0,3.0,7.0,6.0,5.0,5.0,3.0,5.0,7.0,8.0,5.0,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,"(26, 30)",Non-Vegetarian,No,Occasionally,Belvedere
28.0,male,european/caucasian-american,1.0,biomedicine,8.0,3.0,7.0,6.0,5.0,5.0,3.0,5.0,7.0,8.0,5.0,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,"(26, 30)",Non-Vegetarian,Yes,Yes,Harbour Landing
28.0,male,european/caucasian-american,1.0,biomedicine,8.0,3.0,7.0,6.0,5.0,5.0,3.0,5.0,7.0,8.0,5.0,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,"(26, 30)",Vegetarian,Sometimes,Occasionally,Balbrigan Place
28.0,male,european/caucasian-american,1.0,biomedicine,8.0,3.0,7.0,6.0,5.0,5.0,3.0,5.0,7.0,8.0,5.0,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,"(26, 30)",Non-Vegetarian,Sometimes,Occasionally,Uplands
28.0,male,european/caucasian-american,1.0,biomedicine,8.0,3.0,7.0,6.0,5.0,5.0,3.0,5.0,7.0,8.0,5.0,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,"(26, 30)",Non-Vegetarian,Sometimes,Occasionally,Grand Trunk Annex
28.0,male,european/caucasian-american,1.0,biomedicine,8.0,3.0,7.0,6.0,5.0,5.0,3.0,5.0,7.0,8.0,5.0,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,"(26, 30)",Vegetarian,Sometimes,Occasionally,Wascana Crescents
28.0,male,european/caucasian-american,1.0,biomedicine,8.0,3.0,7.0,6.0,5.0,5.0,3.0,5.0,7.0,8.0,5.0,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,"(26, 30)",Vegetarian,Sometimes,No,Sherwood Estates
42.0,male,european/caucasian-american,1.0,international affairs,10.0,1.0,1.0,10.0,10.0,10.0,1.0,10.0,2.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.2,1.0,0.4,0.2,1.0,"(41, 60)",Vegetarian,No,Occasionally,Creekside
42.0,male,european/caucasian-american,1.0,international affairs,10.0,1.0,1.0,10.0,10.0,10.0,1.0,10.0,2.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.2,1.0,0.4,0.2,1.0,"(41, 60)",Non-Vegetarian,No,Yes,Sherwood Estates
42.0,male,european/caucasian-american,1.0,international affairs,10.0,1.0,1.0,10.0,10.0,10.0,1.0,10.0,2.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.2,1.0,0.4,0.2,1.0,"(41, 60)",Non-Vegetarian,Yes,Occasionally,Uplands
42.0,male,european/caucasian-american,1.0,international affairs,10.0,1.0,1.0,10.0,10.0,10.0,1.0,10.0,2.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.2,1.0,0.4,0.2,1.0,"(41, 60)",Vegetarian,No,Yes,City View
42.0,male,european/caucasian-american,1.0,international affairs,10.0,1.0,1.0,10.0,10.0,10.0,1.0,10.0,2.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.2,1.0,0.4,0.2,1.0,"(41, 60)",Non-Vegetarian,Yes,Yes,Sherwood Estates
42.0,male,european/caucasian-american,1.0,international affairs,10.0,1.0,1.0,10.0,10.0,10.0,1.0,10.0,2.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.2,1.0,0.4,0.2,1.0,"(41, 60)",Non-Vegetarian,No,Yes,Arcola Sub
42.0,male,european/caucasian-american,1.0,international affairs,10.0,1.0,1.0,10.0,10.0,10.0,1.0,10.0,2.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.2,1.0,0.4,0.2,1.0,"(41, 60)",Non-Vegetarian,No,Occasionally,Albert Park
42.0,male,european/caucasian-american,1.0,international affairs,10.0,1.0,1.0,10.0,10.0,10.0,1.0,10.0,2.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.2,1.0,0.4,0.2,1.0,"(41, 60)",Vegetarian,Sometimes,No,City View
42.0,male,european/caucasian-american,1.0,international affairs,10.0,1.0,1.0,10.0,10.0,10.0,1.0,10.0,2.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.2,1.0,0.4,0.2,1.0,"(41, 60)",Non-Vegetarian,No,Yes,Garden Ridge
42.0,male,european/caucasian-american,1.0,international affairs,10.0,1.0,1.0,10.0,10.0,10.0,1.0,10.0,2.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.2,1.0,0.4,0.2,1.0,"(41, 60)",Non-Vegetarian,Yes,Yes,Garden Ridge
42.0,male,european/caucasian-american,1.0,international affairs,10.0,1.0,1.0,10.0,10.0,10.0,1.0,10.0,2.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.2,1.0,0.4,0.2,1.0,"(41, 60)",Vegetarian,Sometimes,Yes,Grand Trunk Annex
42.0,male,european/caucasian-american,1.0,international affairs,10.0,1.0,1.0,10.0,10.0,10.0,1.0,10.0,2.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.2,1.0,0.4,0.2,1.0,"(41, 60)",Vegetarian,Yes,No,Albert Park
42.0,male,european/caucasian-american,1.0,international affairs,10.0,1.0,1.0,10.0,10.0,10.0,1.0,10.0,2.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.2,1.0,0.4,0.2,1.0,"(41, 60)",Non-Vegetarian,No,Yes,Creekside
42.0,male,european/caucasian-american,1.0,international affairs,10.0,1.0,1.0,10.0,10.0,10.0,1.0,10.0,2.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.2,1.0,0.4,0.2,1.0,"(41, 60)",Non-Vegetarian,Yes,No,Riverside
42.0,male,european/caucasian-american,1.0,international affairs,10.0,1.0,1.0,10.0,10.0,10.0,1.0,10.0,2.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.2,1.0,0.4,0.2,1.0,"(41, 60)",Vegetarian,Yes,Yes,Arcola Sub
42.0,male,european/caucasian-american,1.0,international affairs,10.0,1.0,1.0,10.0,10.0,10.0,1.0,10.0,2.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.2,1.0,0.4,0.2,1.0,"(41, 60)",Vegetarian,No,Yes,CPR Annex
42.0,male,european/caucasian-american,1.0,international affairs,10.0,1.0,1.0,10.0,10.0,10.0,1.0,10.0,2.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.2,1.0,0.4,0.2,1.0,"(41, 60)",Non-Vegetarian,Sometimes,Occasionally,Uplands
42.0,male,european/caucasian-american,1.0,international affairs,10.0,1.0,1.0,10.0,10.0,10.0,1.0,10.0,2.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.2,1.0,0.4,0.2,1.0,"(41, 60)",Non-Vegetarian,Yes,No,Westhill
42.0,male,european/caucasian-american,1.0,international affairs,10.0,1.0,1.0,10.0,10.0,10.0,1.0,10.0,2.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.2,1.0,0.4,0.2,1.0,"(41, 60)",Vegetarian,No,Yes,Sherwood Estates
30.0,male,latino/hispanic american,1.0,international affairs,9.0,1.0,9.0,10.0,9.0,1.0,9.0,8.0,7.0,5.0,2.0,0.9,0.2,0.9,1.0,0.9,0.2,0.9,1.0,0.875,1.0,1.0,"(26, 30)",Vegetarian,Sometimes,Occasionally,Garden Ridge
30.0,male,latino/hispanic american,1.0,international affairs,9.0,1.0,9.0,10.0,9.0,1.0,9.0,8.0,7.0,5.0,2.0,0.9,0.2,0.9,1.0,0.9,0.2,0.9,1.0,0.875,1.0,1.0,"(26, 30)",Non-Vegetarian,Yes,Yes,Highland Park
30.0,male,latino/hispanic american,1.0,international affairs,9.0,1.0,9.0,10.0,9.0,1.0,9.0,8.0,7.0,5.0,2.0,0.9,0.2,0.9,1.0,0.9,0.2,0.9,1.0,0.875,1.0,1.0,"(26, 30)",Vegetarian,Sometimes,Occasionally,CPR Annex
30.0,male,latino/hispanic american,1.0,international affairs,9.0,1.0,9.0,10.0,9.0,1.0,9.0,8.0,7.0,5.0,2.0,0.9,0.2,0.9,1.0,0.9,0.2,0.9,1.0,0.875,1.0,1.0,"(26, 30)",Vegetarian,No,No,Wascana Crescents
30.0,male,latino/hispanic american,1.0,international affairs,9.0,1.0,9.0,10.0,9.0,1.0,9.0,8.0,7.0,5.0,2.0,0.9,0.2,0.9,1.0,0.9,0.2,0.9,1.0,0.875,1.0,1.0,"(26, 30)",Vegetarian,Sometimes,Yes,Sherwood Estates
30.0,male,latino/hispanic american,1.0,international affairs,9.0,1.0,9.0,10.0,9.0,1.0,9.0,8.0,7.0,5.0,2.0,0.9,0.2,0.9,1.0,0.9,0.2,0.9,1.0,0.875,1.0,1.0,"(26, 30)",Non-Vegetarian,No,Yes,Arcola Sub
30.0,male,latino/hispanic american,1.0,international affairs,9.0,1.0,9.0,10.0,9.0,1.0,9.0,8.0,7.0,5.0,2.0,0.9,0.2,0.9,1.0,0.9,0.2,0.9,1.0,0.875,1.0,1.0,"(26, 30)",Non-Vegetarian,Sometimes,Occasionally,Westhill
30.0,male,latino/hispanic american,1.0,international affairs,9.0,1.0,9.0,10.0,9.0,1.0,9.0,8.0,7.0,5.0,2.0,0.9,0.2,0.9,1.0,0.9,0.2,0.9,1.0,0.875,1.0,1.0,"(26, 30)",Non-Vegetarian,Sometimes,No,Belvedere
30.0,male,latino/hispanic american,1.0,international affairs,9.0,1.0,9.0,10.0,9.0,1.0,9.0,8.0,7.0,5.0,2.0,0.9,0.2,0.9,1.0,0.9,0.2,0.9,1.0,0.875,1.0,1.0,"(26, 30)",Vegetarian,No,Occasionally,Harbour Landing
30.0,male,latino/hispanic american,1.0,international affairs,9.0,1.0,9.0,10.0,9.0,1.0,9.0,8.0,7.0,5.0,2.0,0.9,0.2,0.9,1.0,0.9,0.2,0.9,1.0,0.875,1.0,1.0,"(26, 30)",Non-Vegetarian,No,Yes,Harbour Landing
30.0,male,latino/hispanic american,1.0,international affairs,9.0,1.0,9.0,10.0,9.0,1.0,9.0,8.0,7.0,5.0,2.0,0.9,0.2,0.9,1.0,0.9,0.2,0.9,1.0,0.875,1.0,1.0,"(26, 30)",Non-Vegetarian,Sometimes,No,Garden Ridge
30.0,male,latino/hispanic american,1.0,international affairs,9.0,1.0,9.0,10.0,9.0,1.0,9.0,8.0,7.0,5.0,2.0,0.9,0.2,0.9,1.0,0.9,0.2,0.9,1.0,0.875,1.0,1.0,"(26, 30)",Non-Vegetarian,Sometimes,Occasionally,Balbrigan Place
30.0,male,latino/hispanic american,1.0,international affairs,9.0,1.0,9.0,10.0,9.0,1.0,9.0,8.0,7.0,5.0,2.0,0.9,0.2,0.9,1.0,0.9,0.2,0.9,1.0,0.875,1.0,1.0,"(26, 30)",Vegetarian,No,Yes,Highland Park
30.0,male,latino/hispanic american,1.0,international affairs,9.0,1.0,9.0,10.0,9.0,1.0,9.0,8.0,7.0,5.0,2.0,0.9,0.2,0.9,1.0,0.9,0.2,0.9,1.0,0.875,1.0,1.0,"(26, 30)",Vegetarian,No,No,Regent Park
30.0,male,latino/hispanic american,1.0,international affairs,9.0,1.0,9.0,10.0,9.0,1.0,9.0,8.0,7.0,5.0,2.0,0.9,0.2,0.9,1.0,0.9,0.2,0.9,1.0,0.875,1.0,1.0,"(26, 30)",Vegetarian,Yes,Yes,Harbour Landing
30.0,male,latino/hispanic american,1.0,international affairs,9.0,1.0,9.0,10.0,9.0,1.0,9.0,8.0,7.0,5.0,2.0,0.9,0.2,0.9,1.0,0.9,0.2,0.9,1.0,0.875,1.0,1.0,"(26, 30)",Non-Vegetarian,No,No,Albert Park
30.0,male,latino/hispanic american,1.0,international affairs,9.0,1.0,9.0,10.0,9.0,1.0,9.0,8.0,7.0,5.0,2.0,0.9,0.2,0.9,1.0,0.9,0.2,0.9,1.0,0.875,1.0,1.0,"(26, 30)",Non-Vegetarian,Sometimes,Yes,Harbour Landing
30.0,male,latino/hispanic american,1.0,international affairs,9.0,1.0,9.0,10.0,9.0,1.0,9.0,8.0,7.0,5.0,2.0,0.9,0.2,0.9,1.0,0.9,0.2,0.9,1.0,0.875,1.0,1.0,"(26, 30)",Non-Vegetarian,No,No,Lakewood
30.0,male,latino/hispanic american,1.0,international affairs,9.0,1.0,9.0,10.0,9.0,1.0,9.0,8.0,7.0,5.0,2.0,0.9,0.2,0.9,1.0,0.9,0.2,0.9,1.0,0.875,1.0,1.0,"(26, 30)",Vegetarian,Yes,Occasionally,CPR Annex
31.0,male,european/caucasian-american,7.0,international affairs,7.0,3.0,8.0,7.0,8.0,4.0,8.0,9.0,9.0,5.0,5.0,0.875,0.6,1.0,0.875,1.0,0.8,1.0,0.9,0.9,1.0,0.7,"(31, 35)",Vegetarian,Sometimes,Yes,Balbrigan Place
31.0,male,european/caucasian-american,7.0,international affairs,7.0,3.0,8.0,7.0,8.0,4.0,8.0,9.0,9.0,5.0,5.0,0.875,0.6,1.0,0.875,1.0,0.8,1.0,0.9,0.9,1.0,0.7,"(31, 35)",Vegetarian,No,Yes,Westhill
31.0,male,european/caucasian-american,7.0,international affairs,7.0,3.0,8.0,7.0,8.0,4.0,8.0,9.0,9.0,5.0,5.0,0.875,0.6,1.0,0.875,1.0,0.8,1.0,0.9,0.9,1.0,0.7,"(31, 35)",Vegetarian,Yes,Yes,Balbrigan Place
31.0,male,european/caucasian-american,7.0,international affairs,7.0,3.0,8.0,7.0,8.0,4.0,8.0,9.0,9.0,5.0,5.0,0.875,0.6,1.0,0.875,1.0,0.8,1.0,0.9,0.9,1.0,0.7,"(31, 35)",Vegetarian,No,Occasionally,Grand Trunk Annex
31.0,male,european/caucasian-american,7.0,international affairs,7.0,3.0,8.0,7.0,8.0,4.0,8.0,9.0,9.0,5.0,5.0,0.875,0.6,1.0,0.875,1.0,0.8,1.0,0.9,0.9,1.0,0.7,"(31, 35)",Non-Vegetarian,No,No,Regent Park
31.0,male,european/caucasian-american,7.0,international affairs,7.0,3.0,8.0,7.0,8.0,4.0,8.0,9.0,9.0,5.0,5.0,0.875,0.6,1.0,0.875,1.0,0.8,1.0,0.9,0.9,1.0,0.7,"(31, 35)",Non-Vegetarian,No,No,Albert Park
31.0,male,european/caucasian-american,7.0,international affairs,7.0,3.0,8.0,7.0,8.0,4.0,8.0,9.0,9.0,5.0,5.0,0.875,0.6,1.0,0.875,1.0,0.8,1.0,0.9,0.9,1.0,0.7,"(31, 35)",Non-Vegetarian,Yes,Occasionally,Balbrigan Place
31.0,male,european/caucasian-american,7.0,international affairs,7.0,3.0,8.0,7.0,8.0,4.0,8.0,9.0,9.0,5.0,5.0,0.875,0.6,1.0,0.875,1.0,0.8,1.0,0.9,0.9,1.0,0.7,"(31, 35)",Non-Vegetarian,Sometimes,Yes,Lakewood
31.0,male,european/caucasian-american,7.0,international affairs,7.0,3.0,8.0,7.0,8.0,4.0,8.0,9.0,9.0,5.0,5.0,0.875,0.6,1.0,0.875,1.0,0.8,1.0,0.9,0.9,1.0,0.7,"(31, 35)",Non-Vegetarian,No,Occasionally,Arcola Sub
31.0,male,european/caucasian-american,7.0,international affairs,7.0,3.0,8.0,7.0,8.0,4.0,8.0,9.0,9.0,5.0,5.0,0.875,0.6,1.0,0.875,1.0,0.8,1.0,0.9,0.9,1.0,0.7,"(31, 35)",Non-Vegetarian,Sometimes,No,Garden Ridge
31.0,male,european/caucasian-american,7.0,international affairs,7.0,3.0,8.0,7.0,8.0,4.0,8.0,9.0,9.0,5.0,5.0,0.875,0.6,1.0,0.875,1.0,0.8,1.0,0.9,0.9,1.0,0.7,"(31, 35)",Non-Vegetarian,No,No,Grand Trunk Annex
31.0,male,european/caucasian-american,7.0,international affairs,7.0,3.0,8.0,7.0,8.0,4.0,8.0,9.0,9.0,5.0,5.0,0.875,0.6,1.0,0.875,1.0,0.8,1.0,0.9,0.9,1.0,0.7,"(31, 35)",Non-Vegetarian,Yes,Occasionally,Arcola Sub
31.0,male,european/caucasian-american,7.0,international affairs,7.0,3.0,8.0,7.0,8.0,4.0,8.0,9.0,9.0,5.0,5.0,0.875,0.6,1.0,0.875,1.0,0.8,1.0,0.9,0.9,1.0,0.7,"(31, 35)",Vegetarian,No,No,City View
31.0,male,european/caucasian-american,7.0,international affairs,7.0,3.0,8.0,7.0,8.0,4.0,8.0,9.0,9.0,5.0,5.0,0.875,0.6,1.0,0.875,1.0,0.8,1.0,0.9,0.9,1.0,0.7,"(31, 35)",Non-Vegetarian,Yes,Yes,Dewdney Place
31.0,male,european/caucasian-american,7.0,international affairs,7.0,3.0,8.0,7.0,8.0,4.0,8.0,9.0,9.0,5.0,5.0,0.875,0.6,1.0,0.875,1.0,0.8,1.0,0.9,0.9,1.0,0.7,"(31, 35)",Non-Vegetarian,Sometimes,No,Parkridge
31.0,male,european/caucasian-american,7.0,international affairs,7.0,3.0,8.0,7.0,8.0,4.0,8.0,9.0,9.0,5.0,5.0,0.875,0.6,1.0,0.875,1.0,0.8,1.0,0.9,0.9,1.0,0.7,"(31, 35)",Non-Vegetarian,Yes,Occasionally,Creekside
31.0,male,european/caucasian-american,7.0,international affairs,7.0,3.0,8.0,7.0,8.0,4.0,8.0,9.0,9.0,5.0,5.0,0.875,0.6,1.0,0.875,1.0,0.8,1.0,0.9,0.9,1.0,0.7,"(31, 35)",Vegetarian,No,No,Balbrigan Place
31.0,male,european/caucasian-american,7.0,international affairs,7.0,3.0,8.0,7.0,8.0,4.0,8.0,9.0,9.0,5.0,5.0,0.875,0.6,1.0,0.875,1.0,0.8,1.0,0.9,0.9,1.0,0.7,"(31, 35)",Non-Vegetarian,Yes,No,Uplands
31.0,male,european/caucasian-american,7.0,international affairs,7.0,3.0,8.0,7.0,8.0,4.0,8.0,9.0,9.0,5.0,5.0,0.875,0.6,1.0,0.875,1.0,0.8,1.0,0.9,0.9,1.0,0.7,"(31, 35)",Non-Vegetarian,No,Occasionally,Sherwood Estates
29.0,male,asian/pacific islander/asian-american,1.0,master of international affairs,5.0,9.0,10.0,10.0,10.0,10.0,8.0,7.0,8.0,10.0,9.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,"(26, 30)",Vegetarian,Sometimes,Yes,Belvedere
29.0,male,asian/pacific islander/asian-american,1.0,master of international affairs,5.0,9.0,10.0,10.0,10.0,10.0,8.0,7.0,8.0,10.0,9.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,"(26, 30)",Non-Vegetarian,Yes,Occasionally,Riverside
29.0,male,asian/pacific islander/asian-american,1.0,master of international affairs,5.0,9.0,10.0,10.0,10.0,10.0,8.0,7.0,8.0,10.0,9.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,"(26, 30)",Non-Vegetarian,Sometimes,Occasionally,Balbrigan Place
29.0,male,asian/pacific islander/asian-american,1.0,master of international affairs,5.0,9.0,10.0,10.0,10.0,10.0,8.0,7.0,8.0,10.0,9.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,"(26, 30)",Non-Vegetarian,Yes,Occasionally,Albert Park
29.0,male,asian/pacific islander/asian-american,1.0,master of international affairs,5.0,9.0,10.0,10.0,10.0,10.0,8.0,7.0,8.0,10.0,9.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,"(26, 30)",Vegetarian,No,Yes,Balbrigan Place
29.0,male,asian/pacific islander/asian-american,1.0,master of international affairs,5.0,9.0,10.0,10.0,10.0,10.0,8.0,7.0,8.0,10.0,9.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,"(26, 30)",Vegetarian,Yes,Yes,Arcola Sub
29.0,male,asian/pacific islander/asian-american,1.0,master of international affairs,5.0,9.0,10.0,10.0,10.0,10.0,8.0,7.0,8.0,10.0,9.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,"(26, 30)",Non-Vegetarian,Yes,Occasionally,Balbrigan Place
29.0,male,asian/pacific islander/asian-american,1.0,master of international affairs,5.0,9.0,10.0,10.0,10.0,10.0,8.0,7.0,8.0,10.0,9.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,"(26, 30)",Vegetarian,No,Occasionally,Arcola Sub
29.0,male,asian/pacific islander/asian-american,1.0,master of international affairs,5.0,9.0,10.0,10.0,10.0,10.0,8.0,7.0,8.0,10.0,9.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,"(26, 30)",Vegetarian,Sometimes,No,Uplands
29.0,male,asian/pacific islander/asian-american,1.0,master of international affairs,5.0,9.0,10.0,10.0,10.0,10.0,8.0,7.0,8.0,10.0,9.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,"(26, 30)",Non-Vegetarian,Sometimes,No,Westhill
29.0,male,asian/pacific islander/asian-american,1.0,master of international affairs,5.0,9.0,10.0,10.0,10.0,10.0,8.0,7.0,8.0,10.0,9.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,"(26, 30)",Non-Vegetarian,No,Yes,Sherwood Estates
