age-range,gender,race,FoodChoice,field,reading_normalized,gaming_normalized,dining_normalized,music_normalized,movies_normalized,tv_normalized,clubbing_normalized,hiking_normalized,exercise_normalized,sports_normalized,importance_same_religion_normalized,Smoking,Drinking,locations
"(26, 30)",male,asian/pacific islander/asian-american,Non-Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,No,Occasionally,Varsity Park
"(26, 30)",male,asian/pacific islander/asian-american,Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,Sometimes,No,Uplands
"(26, 30)",male,asian/pacific islander/asian-american,Non-Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,No,Occasionally,Westridge
"(26, 30)",male,asian/pacific islander/asian-american,Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,No,Occasionally,Glencairn
"(26, 30)",male,asian/pacific islander/asian-american,Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,Yes,No,Arnhem Place
"(26, 30)",male,asian/pacific islander/asian-american,Non-Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,Yes,Yes,Maple Ridge
"(26, 30)",male,asian/pacific islander/asian-american,Non-Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,Yes,No,Normandy Heights
"(26, 30)",male,asian/pacific islander/asian-american,Non-Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,No,No,Wood Meadows
"(26, 30)",male,asian/pacific islander/asian-american,Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,No,Yes,Mayfair
"(26, 30)",male,european/caucasian-american,Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,No,No,Creekside
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,No,No,Eastern Annex
"(26, 30)",male,european/caucasian-american,Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,Yes,Yes,Grand Trunk Annex
"(26, 30)",male,european/caucasian-american,Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,No,No,Eastgate
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,No,Occasionally,Windsor Park
"(26, 30)",male,european/caucasian-american,Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,Sometimes,Occasionally,Washington Park
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,Yes,Yes,Creekside
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,No,Occasionally,Westridge
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,Sometimes,No,Industrial Ross
"(26, 30)",male,european/caucasian-american,Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,No,Yes,Richmond Place
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,No,Yes,Kensington Greens
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,Yes,Occasionally,Maple Ridge
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,No,Occasionally,Industrial Ross
"(26, 30)",male,european/caucasian-american,Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,Yes,Occasionally,University Park East
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,Sometimes,Yes,Albert Park
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,Sometimes,Occasionally,Balbrigan Place
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,Sometimes,Yes,Assiniboia East
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,Yes,No,Assiniboia Place
"(26, 30)",male,european/caucasian-american,Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,Yes,Yes,Maple Ridge
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Sometimes,No,Normanview
"(26, 30)",male,european/caucasian-american,Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Yes,Yes,South Lakeview see Lakeview South
"(26, 30)",male,european/caucasian-american,Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Sometimes,No,Grand Trunk Annex
"(26, 30)",male,european/caucasian-american,Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Yes,No,City View
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,No,No,Dieppe Place
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,No,No,Innismore
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Yes,Yes,Eastgate
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Yes,No,Lakesidge Gardens
"(26, 30)",male,european/caucasian-american,Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,No,Occasionally,Coronation Park
"(26, 30)",male,european/caucasian-american,Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,No,Yes,University Park
"(26, 30)",male,european/caucasian-american,Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Sometimes,Yes,Eastern Annex
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Sometimes,Occasionally,Parkridge
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Sometimes,Occasionally,Douglas Place
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Sometimes,Yes,Washington Park
"(26, 30)",male,european/caucasian-american,Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Sometimes,Yes,Old 33
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,No,Yes,Old 33
"(26, 30)",male,european/caucasian-american,Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,No,No,Eastpoint Estates
"(26, 30)",male,european/caucasian-american,Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Sometimes,Occasionally,Arnhem Place
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Yes,No,Rochdale Park
"(26, 30)",male,european/caucasian-american,Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Sometimes,Yes,Windsor Park
"(31, 35)",male,european/caucasian-american,Non-Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Yes,Yes,Parkridge
"(31, 35)",male,european/caucasian-american,Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Yes,No,Arnhem Place
"(31, 35)",male,european/caucasian-american,Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Yes,No,Normanview
"(31, 35)",male,european/caucasian-american,Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Yes,No,Spruce Meadows
"(31, 35)",male,european/caucasian-american,Non-Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Yes,Occasionally,Connaught Park
"(31, 35)",male,european/caucasian-american,Non-Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Yes,Occasionally,Old 33
"(31, 35)",male,european/caucasian-american,Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Sometimes,No,Lakesidge Gardens
"(31, 35)",male,european/caucasian-american,Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Yes,Occasionally,Richmond Place
"(31, 35)",male,european/caucasian-american,Non-Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,No,No,Parkview
"(31, 35)",male,european/caucasian-american,Non-Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Sometimes,Yes,Lewvan Park
"(31, 35)",male,european/caucasian-american,Non-Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Yes,No,Belvedere
"(31, 35)",male,european/caucasian-american,Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Yes,Occasionally,Dewdney Place
"(31, 35)",male,european/caucasian-american,Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,No,Yes,Rothwell Place
"(31, 35)",male,european/caucasian-american,Non-Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Yes,Occasionally,Belvedere
"(31, 35)",male,european/caucasian-american,Non-Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Yes,No,Transcona
"(31, 35)",male,european/caucasian-american,Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,No,Occasionally,Churchill Place
"(31, 35)",male,european/caucasian-american,Non-Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Sometimes,Yes,North Regina
"(31, 35)",male,european/caucasian-american,Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,No,Occasionally,Sherwood Estates
"(31, 35)",male,european/caucasian-american,Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Sometimes,No,Lakeridge
"(31, 35)",male,european/caucasian-american,Non-Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,No,Yes,Dewdney Place
"(26, 30)",male,latino/hispanic american,Non-Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,Sometimes,No,Rosemont South
"(26, 30)",male,latino/hispanic american,Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,Sometimes,Yes,Douglas Park
"(26, 30)",male,latino/hispanic american,Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,Yes,No,Crescents
"(26, 30)",male,latino/hispanic american,Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,No,Occasionally,Coronation Park
"(26, 30)",male,latino/hispanic american,Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,Yes,Occasionally,Glen Elm Park South
"(26, 30)",male,latino/hispanic american,Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,No,Yes,Garden Ridge
"(26, 30)",male,latino/hispanic american,Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,No,Occasionally,Hillsdale
"(26, 30)",male,latino/hispanic american,Non-Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,Sometimes,Yes,Lakesidge Gardens
"(26, 30)",male,latino/hispanic american,Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,Yes,No,McCarthy Park
"(26, 30)",male,latino/hispanic american,Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,Sometimes,No,Innismore
"(26, 30)",male,latino/hispanic american,Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,Sometimes,No,Industrial Ross
"(26, 30)",male,latino/hispanic american,Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,No,Yes,Creekside
"(26, 30)",male,latino/hispanic american,Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,Sometimes,No,River Heights
"(26, 30)",male,latino/hispanic american,Non-Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,Yes,Yes,Connaught Park
"(26, 30)",male,latino/hispanic american,Non-Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,Yes,No,Mirror Sun Gardens
"(26, 30)",male,latino/hispanic american,Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,No,No,Rosemont North
"(26, 30)",male,latino/hispanic american,Non-Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,No,Occasionally,Rothwell Place
"(26, 30)",male,latino/hispanic american,Non-Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,No,Occasionally,Glencairn Village
"(26, 30)",male,latino/hispanic american,Non-Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,Sometimes,Occasionally,Riverside
"(26, 30)",male,latino/hispanic american,Non-Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,Yes,Occasionally,Lakeview
"(21, 25)",male,european/caucasian-american,Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,No,Yes,Argyle Park
"(21, 25)",male,european/caucasian-american,Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,Sometimes,Occasionally,Coventry Place
"(21, 25)",male,european/caucasian-american,Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,Sometimes,Yes,Mirror Sun Gardens
"(21, 25)",male,european/caucasian-american,Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,No,No,Walsh Acres
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,No,No,Broders Annex
"(21, 25)",male,european/caucasian-american,Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,Yes,Occasionally,Rosemont North
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,No,Yes,Pasqua Place
"(21, 25)",male,european/caucasian-american,Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,Yes,No,Mount Royal
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,Yes,No,Mount Royal
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,No,Occasionally,Parliament Place
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,Sometimes,Yes,Eastpoint Estates
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,Yes,No,Douglas Park
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,Sometimes,Yes,Westhill
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,Sometimes,Yes,Arcola Sub
"(21, 25)",male,european/caucasian-american,Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,Sometimes,No,River Heights
"(21, 25)",male,european/caucasian-american,Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,Sometimes,Yes,Eastern Annex
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,No,No,South Lakeview see Lakeview South
"(21, 25)",male,european/caucasian-american,Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,Sometimes,Occasionally,Pasqua Place
"(21, 25)",male,european/caucasian-american,Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,Yes,No,Creekside
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,No,No,Lakeview South
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,Sometimes,No,Old 33
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,No,Occasionally,Industrial Centre
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,No,No,Woodland Grove
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,Yes,Occasionally,Assiniboia Place
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,No,Yes,Walsh Acres
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,No,No,Washington Park
"(26, 30)",male,european/caucasian-american,Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,Sometimes,Occasionally,Lakeview South
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,Yes,Yes,Douglas Place
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,Yes,No,Sherwood Estates
"(26, 30)",male,european/caucasian-american,Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,No,Yes,Rochdale Park
"(26, 30)",male,european/caucasian-american,Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,No,Yes,Crescents
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,No,Yes,Broders Annex
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,Yes,Yes,Mayfair
"(26, 30)",male,european/caucasian-american,Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,Yes,No,Glencairn Village
"(26, 30)",male,european/caucasian-american,Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,Sometimes,Yes,Glen Elm Park South
"(26, 30)",male,european/caucasian-american,Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,Yes,No,Old 33
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,Sometimes,No,River Bend
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,No,Yes,Richmond Place
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,Sometimes,Yes,River Heights
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,Yes,Yes,Lewvan Park
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,No,Yes,Rothwell Place
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,No,Yes,Harbour Landing
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Sometimes,Yes,Fairways West
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Sometimes,No,Westhill
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,No,No,Lakewood
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Yes,Occasionally,Rothwell Place
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Yes,Yes,Coronation Park
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Sometimes,Occasionally,Albert Park
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Sometimes,Yes,Windsor Place
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Sometimes,Yes,Industrial Ross
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Yes,No,Pasqua Place
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,No,Yes,North Regina
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Yes,No,Washington Park
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Yes,Yes,Mount Royal
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,No,Occasionally,Glencairn
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,No,Yes,Richmond Place
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Sometimes,No,River Heights
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Sometimes,Occasionally,City View
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,No,No,Woodland Grove
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,No,No,Arnhem Place
"(26, 30)",male,european/caucasian-american,Vegetarian,biomedicine,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,Sometimes,Occasionally,Premier Place
"(26, 30)",male,european/caucasian-american,Vegetarian,biomedicine,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,Sometimes,No,Rochdale Park
